hour,load_kW,solar_kW,price_per_MWh,battery_soc
0,97.64052345967664,0.0,34.36498240107162,0.49720085125195146
1,84.55020337534407,1.8287709722394805,51.05986326688374,0.49746565487460814
2,90.84374978368253,3.5212331420837915,36.417896053100456,0.5020239245362884
3,103.19356512236077,2.615443767820655,47.304403026131226,0.4916813782093899
4,100.38983098160278,5.714170267010352,35.12552792806966,0.4986499422431294
5,70.34736332557638,0.4004737478016118,52.040999902654086,0.5026048178749744
6,90.6545436303976,3.845531517139009,32.35340944093286,0.49456989817544345
7,78.48642791702302,0.0,48.920476153724096,0.49779388108652456
8,79.75126318396454,2.611505673000382,37.89233269408077,0.5029470323631107
9,84.10598501938372,0.0,48.26373449361071,0.5025227888230075
10,81.44043571160879,0.0,34.97509907858939,0.5010622984069184
11,95.78526717871844,4.141773696962273,49.42178164360303,0.5077314122470356
12,88.48215224049419,2.9059166300808306,38.2305127452089,0.5162934847223659
13,81.21675016492829,0.0,48.60549210198138,0.5045898329246624
14,86.73563947451684,7.656690490208634,35.327455366553366,0.4940510197895112
15,84.46969000264522,3.776489096341861,48.91231818358059,0.5023087574392221
16,94.94079073157606,0.0,39.30232343011065,0.5127888049049664
17,77.94841736234198,0.0,52.84402423046904,0.5112925693996069
18,83.38070776248485,0.833435819919451,37.49950915284078,0.5123141804667312
19,71.45904260698275,0.0,50.143124695770645,0.502786437578598
20,54.470101841659215,0.0,37.09948116986683,0.49777252187226695
21,86.5361859544036,0.0,51.79994313923456,0.5028777818209946
22,88.78218024894984,0.4593942011826592,34.58967750341888,0.5025059449528856
23,73.76177105773682,3.944737539337496,51.32758866418152,0.5100261222563848
24,102.69754623987608,0.0,34.11260730439895,0.504688617508383
25,65.45634325401235,0.0,48.60721784332824,0.5029620817151446
26,80.45758517301446,0.0,37.35408609972292,0.5104765583865841
27,78.12816149974167,0.0,47.42082404666941,0.5188790858413441
28,95.58095835012479,0.8438873551340407,35.78332522573947,0.5170667614703529
29,96.28848790441413,5.316334018037572,48.27121275321883,0.5160812918763964
30,82.10403500769884,1.848535835765588,35.60999925022657,0.5097676942579238
31,83.84562777112448,0.2133419170091718,45.36596143881727,0.5079800209599752
32,71.12214252369887,0.0,33.336128649257695,0.5079176749077507
33,60.23414393232358,0.1403620485428658,48.51402924511149,0.5032721132247835
34,76.52087850673847,0.0,37.38462195366034,0.4942293194232967
35,81.5634896910398,0.0,49.30339157282304,0.4909323251020608
36,92.30290680727721,0.0,35.997697179867686,0.49344959564177765
37,92.45341601654643,1.432058429007688,50.59617916366179,0.48487090889091
38,76.98038605617126,2.845514100835961,34.67412379150889,0.4931193010863616
39,77.64776897440727,2.235988267202088,49.989286082719296,0.4941747017984967
40,69.51447034932907,0.0,34.78537852892404,0.4897839023740938
41,65.79982062821026,0.0,46.97234085582745,0.4894031272890508
42,62.937298093749874,0.0,35.407078615389814,0.48264565645928814
43,99.5077539523179,0.0,50.42455389061595,0.4777969944895474
44,74.90347818248347,0.0,36.50131188252217,0.47040065751275667
45,75.61925698388814,0.0,49.54609935529013,0.4694466849440964
46,67.47204639950074,0.0,39.581976204929056,0.4661056105319149
47,88.17380929054566,1.3296857740885453,50.18321333747153,0.4624433672647415
48,63.86102152442049,0.0,37.46153231492848,0.47183262491288447
49,77.87259719786032,0.0,52.92106010475529,0.4669520189854024
50,71.04533438806324,0.0,34.05230032128059,0.4597617745347394
51,84.62404407973565,2.516730337143426,48.00566278170093,0.45145130297930003
52,75.70568658096569,2.7124598555147323,38.60899664370686,0.43962879528118054
53,70.34352731042136,7.166163838818255,48.36675099414677,0.4352815970402266
54,80.22858827441515,1.7013685260056384,36.03795315147746,0.43860703549600183
